Sex,Race/Ethnicity,Age,Stage at Diagnosis,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000"
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,Observed Rates,2012,46.7516
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,Observed Rates,2013,51.3219
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,Observed Rates,2014,51.2815
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,Observed Rates,2015,51.2309
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,Observed Rates,2016,49.0002
Male,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,Observed Rates,2017,50.6238
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2000,532.2467
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2001,602.8464
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2002,621.2899
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2003,558.1778
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2004,607.2613
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2005,627.6865
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2006,552.9275
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2007,569.1908
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2008,604.8016
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2009,567.2094
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2010,564.2673
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2011,538.4564
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2012,496.8813
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2013,517.1368
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2014,551.7373
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2015,580.9506
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2016,584.7765
Male,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2017,482.5895
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2000,1687.1645
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2001,2089.3293
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2002,1711.5166
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2003,2062.4322
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2004,1898.9932
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2005,1828.0509
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2006,1794.4584
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2007,1909.3577
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2008,1847.7855
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2009,1822.5407
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2010,1964.658
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2011,1798.8177
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2012,1535.7862
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2013,1686.2658
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2014,1600.7887
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2015,1613.0216
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2016,1658.9247
Male,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Observed Rates,2017,1484.6953
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2000,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2001,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2002,19.0181
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2003,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2004,15.8969
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2005,17.5085
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2006,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2007,15.2145
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2008,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2009,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2010,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2011,13.2139
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2012,14.898
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2013,-
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2014,14.3408
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2015,13.0329
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2016,13.6838
Male,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Observed Rates,2017,-
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2000,31.5146
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2001,37.7796
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2002,39.0976
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2003,44.1049
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2004,36.0265
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2005,33.5418
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2006,37.4583
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2007,46.2492
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2008,33.2194
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2009,31.7634
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2010,38.7084
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2011,36.3141
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2012,39.5441
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2013,34.2119
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2014,43.3664
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2015,39.1974
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2016,38.1836
Male,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2017,38.0756
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2000,319.7844
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2001,368.7772
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2002,387.6243
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2003,341.6624
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2004,368.4249
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2005,378.722
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2006,344.2738
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2007,335.1589
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2008,358.2812
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2009,361.2705
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2010,346.0228
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2011,325.7352
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2012,299.7719
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2013,330.1655
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2014,333.5534
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2015,353.6404
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2016,350.9414
Male,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2017,307.552
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2000,1324.6742
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2001,1840.5626
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2002,1567.948
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2003,1779.9123
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2004,1806.882
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2005,1685.999
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2006,1485.038
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2007,1813.0642
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2008,1595.8285
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2009,1643.9833
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2010,1636.7139
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2011,1595.0324
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2012,1383.3606
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2013,1584.2288
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2014,1356.9818
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2015,1472.9104
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2016,1402.7952
Male,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2017,1201.319
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2000,2083.8075
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2001,2361.5341
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2002,1868.6119
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2003,2371.5703
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2004,1999.7829
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2005,1983.4865
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2006,2133.0314
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2007,2014.7238
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2008,2123.4812
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2009,2017.9213
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2010,2323.5
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2011,2021.803
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2012,1702.5728
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2013,1797.9164
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2014,1867.5665
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2015,1766.3337
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2016,1939.1859
Male,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Observed Rates,2017,1794.7705
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2000,13.2268
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2001,13.5254
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2002,21.7278
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2003,13.0437
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2004,12.5302
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2005,14.9292
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2006,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2007,12.5508
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2008,-
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2009,11.9852
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2010,10.4906
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2011,12.2417
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2012,15.3876
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2013,10.7473
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2014,14.4728
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2015,13.5005
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2016,14.6117
Male,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Observed Rates,2017,9.5503
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2000,382.2647
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2001,380.8405
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2002,377.5859
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2003,370.126
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2004,367.0138
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2005,355.1554
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2006,355.2434
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2007,361.8353
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2008,348.2083
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2009,344.9443
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2010,334.8834
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2011,337.8866
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2012,312.6773
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2013,316.6416
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2014,303.1234
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2015,305.5325
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2016,301.8528
Male,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Observed Rates,2017,297.1212
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2000,48.6723
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2001,50.8121
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2002,48.6459
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2003,48.4548
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2004,50.002
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2005,51.3932
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2006,49.3762
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2007,53.1742
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2008,51.1577
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2009,51.449
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2010,48.862
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2011,51.5926
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2012,50.1666
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2013,53.783
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2014,53.4271
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2015,52.788
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2016,53.5797
Male,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Observed Rates,2017,51.5571
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2000,542.1437
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2001,546.0595
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2002,543.899
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2003,520.7645
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2004,535.1022
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2005,519.5496
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2006,512.0185
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2007,532.9269
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2008,545.0177
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2009,528.6621
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2010,519.8134
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2011,531.0713
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2012,493.59
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2013,502.641
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2014,492.7084
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2015,497.0067
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2016,497.0628
Male,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Observed Rates,2017,481.8949
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2000,2102.6254
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2001,2074.4579
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2002,2063.6735
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2003,2033.1937
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2004,1982.697
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2005,1899.3579
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2006,1920.5395
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2007,1926.1407
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2008,1815.5182
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2009,1807.432
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2010,1753.1388
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2011,1747.9078
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2012,1601.0826
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2013,1601.0032
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2014,1507.8665
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2015,1525.4872
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2016,1491.7721
Male,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Observed Rates,2017,1483.913
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2000,13.1446
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2001,15.2759
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2002,13.9094
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2003,12.1321
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2004,13.6419
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2005,14.3459
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2006,12.4929
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2007,13.8407
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2008,13.2349
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2009,16.5804
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2010,13.7981
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2011,14.6903
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2012,12.9204
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2013,13.8781
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2014,15.4001
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2015,15.4329
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2016,15.7368
Male,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Observed Rates,2017,15.5822
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2000,33.5032
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2001,34.6773
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2002,33.5799
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2003,33.9993
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2004,33.763
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2005,33.3339
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2006,32.9812
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2007,36.0815
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2008,37.0995
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2009,38.1217
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2010,36.2948
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2011,36.7986
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2012,37.1145
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2013,38.6909
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2014,43.1397
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2015,37.7627
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2016,41.6166
Male,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Observed Rates,2017,39.2454
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2000,334.9723
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2001,339.1222
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2002,335.1456
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2003,324.0414
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2004,334.0091
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2005,329.6514
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2006,322.8539
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2007,337.6402
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2008,338.0437
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2009,327.1101
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2010,320.6836
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2011,331.5211
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2012,310.5134
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2013,321.0721
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2014,309.0526
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2015,315.9087
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2016,313.1056
Male,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Observed Rates,2017,303.6845
Male,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Observed Rates,2000,1690.7248
